Order ID,Order Date,Region,Segment,Category,Sub-Category,Quantity,Unit Price (NGN),Discount,Sales (NGN),Profit (NGN)
NG-2025248,2025-09-30,Abuja,Corporate,Office Supplies,Labels,6,5200.0,0.2,31200.0,8391.77
NG-2025249,2025-04-09,Ibadan,Corporate,Technology,Copiers,4,105500.0,0.0,422000.0,52591.66
NG-2025250,2025-09-03,Kano,Corporate,Office Supplies,Paper,6,5200.0,0.2,31200.0,10408.99
NG-2025251,2025-12-13,Lagos,Small Business,Office Supplies,Labels,9,4400.0,0.0,39600.0,13663.59
NG-2025252,2025-02-10,Lagos,Corporate,Furniture,Bookcases,6,129500.0,0.2,777000.0,61841.6
NG-2025253,2025-05-19,Abuja,Small Business,Office Supplies,Paper,9,5800.0,0.15,52200.0,7011.41
NG-2025254,2025-12-09,Abuja,Consumer,Technology,Accessories,9,99100.0,0.0,891900.0,96511.73
NG-2025255,2025-12-15,Kano,Consumer,Office Supplies,Labels,3,2700.0,0.0,8100.0,1924.46
NG-2025256,2025-04-13,Kano,Small Business,Office Supplies,Envelopes,5,4100.0,0.0,20500.0,5360.23
NG-2025257,2025-01-20,Ibadan,Small Business,Technology,Accessories,3,122100.0,0.0,366300.0,95018.67
NG-2025258,2025-05-29,Abuja,Small Business,Office Supplies,Envelopes,1,2700.0,0.0,2700.0,653.37
NG-2025259,2025-10-06,Kano,Small Business,Office Supplies,Labels,9,4900.0,0.15,44100.0,14757.63
NG-2025260,2025-06-19,Abuja,Consumer,Office Supplies,Labels,3,6000.0,0.2,18000.0,4717.28
NG-2025261,2025-10-18,Port Harcourt,Corporate,Furniture,Chairs,11,115400.0,0.2,1269400.0,-112439.36
NG-2025262,2025-02-14,Ibadan,Corporate,Office Supplies,Envelopes,7,5700.0,0.0,39900.0,5833.19
NG-2025263,2025-05-14,Abuja,Consumer,Office Supplies,Labels,7,3800.0,0.0,26600.0,7672.48
NG-2025264,2025-07-04,Port Harcourt,Small Business,Office Supplies,Binders,12,3800.0,0.1,45600.0,12172.76
NG-2025265,2025-09-15,Kano,Small Business,Office Supplies,Paper,12,6200.0,0.2,74400.0,20279.4
NG-2025266,2025-04-23,Ibadan,Consumer,Office Supplies,Labels,3,4900.0,0.15,14700.0,3142.05
NG-2025267,2025-10-03,Ibadan,Corporate,Office Supplies,Envelopes,11,6400.0,0.2,70400.0,20448.73
NG-2025268,2025-09-28,Ibadan,Corporate,Technology,Phones,12,115400.0,0.0,1384800.0,386790.12
NG-2025269,2025-03-18,Ibadan,Small Business,Furniture,Tables,3,78900.0,0.0,236700.0,7602.69
NG-2025270,2025-02-16,Ibadan,Corporate,Technology,Accessories,9,125500.0,0.0,1129500.0,72185.16
NG-2025271,2025-01-30,Kano,Small Business,Technology,Laptops,9,127500.0,0.2,1147500.0,288858.84
NG-2025272,2025-04-22,Port Harcourt,Consumer,Furniture,Storage,10,57200.0,0.2,572000.0,-975.78
NG-2025273,2025-01-17,Lagos,Corporate,Furniture,Chairs,5,85800.0,0.2,429000.0,51111.16
NG-2025274,2025-08-18,Port Harcourt,Corporate,Technology,Laptops,7,117100.0,0.2,819700.0,180893.52
NG-2025275,2025-04-02,Port Harcourt,Consumer,Technology,Accessories,9,119200.0,0.0,1072800.0,87794.49
NG-2025276,2025-12-11,Port Harcourt,Corporate,Furniture,Chairs,12,97300.0,0.0,1167600.0,42239.99
NG-2025277,2025-05-22,Port Harcourt,Consumer,Furniture,Storage,4,130700.0,0.0,522800.0,54244.88
NG-2025278,2025-05-04,Ibadan,Consumer,Furniture,Storage,4,56700.0,0.1,226800.0,13127.29
NG-2025279,2025-01-23,Abuja,Small Business,Technology,Phones,7,124700.0,0.0,872900.0,161434.08
NG-2025280,2025-10-22,Abuja,Small Business,Furniture,Bookcases,6,100100.0,0.0,600600.0,72305.26
NG-2025281,2025-09-24,Abuja,Small Business,Furniture,Bookcases,4,86200.0,0.15,344800.0,-18514.42
NG-2025282,2025-09-11,Kano,Small Business,Technology,Accessories,1,188700.0,0.2,188700.0,53854.34
NG-2025283,2025-03-18,Kano,Corporate,Office Supplies,Labels,5,4400.0,0.1,22000.0,6349.29
NG-2025284,2025-03-15,Port Harcourt,Small Business,Furniture,Tables,8,128800.0,0.1,1030400.0,48258.87
NG-2025285,2025-05-11,Kano,Consumer,Technology,Accessories,4,111600.0,0.1,446400.0,31144.26
NG-2025286,2025-04-08,Ibadan,Small Business,Office Supplies,Binders,1,3900.0,0.15,3900.0,1046.83
NG-2025287,2025-12-10,Abuja,Small Business,Furniture,Chairs,9,69400.0,0.0,624600.0,-48024.76
NG-2025288,2025-03-02,Abuja,Consumer,Office Supplies,Binders,12,7200.0,0.0,86400.0,18984.69
NG-2025289,2025-10-10,Kano,Consumer,Technology,Accessories,6,165100.0,0.15,990600.0,143800.88
NG-2025290,2025-07-04,Port Harcourt,Corporate,Technology,Copiers,9,177900.0,0.2,1601100.0,266584.78
NG-2025291,2025-06-10,Abuja,Corporate,Office Supplies,Labels,7,2900.0,0.2,20300.0,6415.23
NG-2025292,2025-10-27,Port Harcourt,Small Business,Furniture,Chairs,10,112200.0,0.0,1122000.0,-52377.99
NG-2025293,2025-05-06,Kano,Small Business,Office Supplies,Paper,8,5200.0,0.0,41600.0,13972.03
NG-2025294,2025-03-28,Kano,Corporate,Office Supplies,Envelopes,12,6300.0,0.2,75600.0,10759.12
NG-2025295,2025-11-25,Abuja,Small Business,Technology,Laptops,1,134900.0,0.0,134900.0,35042.58
NG-2025296,2025-03-12,Lagos,Corporate,Technology,Phones,11,99800.0,0.0,1097800.0,248972.69
NG-2025297,2025-11-13,Port Harcourt,Consumer,Furniture,Storage,11,107700.0,0.1,1184700.0,77931.67
NG-2025298,2025-09-30,Lagos,Consumer,Technology,Laptops,9,121400.0,0.2,1092600.0,59198.75
NG-2025299,2025-12-24,Lagos,Small Business,Office Supplies,Labels,11,4600.0,0.0,50600.0,16947.36
NG-2025300,2025-05-04,Ibadan,Consumer,Furniture,Chairs,4,103700.0,0.0,414800.0,-25573.93
NG-2025301,2025-07-27,Lagos,Corporate,Office Supplies,Envelopes,8,5200.0,0.0,41600.0,14458.42
NG-2025302,2025-07-27,Lagos,Consumer,Office Supplies,Binders,7,4400.0,0.2,30800.0,6745.24
NG-2025303,2025-08-11,Lagos,Corporate,Furniture,Tables,11,117700.0,0.0,1294700.0,62210.1
NG-2025304,2025-12-21,Abuja,Consumer,Technology,Phones,10,129100.0,0.0,1291000.0,79577.88
NG-2025305,2025-12-03,Ibadan,Small Business,Technology,Copiers,1,93500.0,0.0,93500.0,24553.75
NG-2025306,2025-06-03,Kano,Consumer,Furniture,Tables,3,98900.0,0.1,296700.0,14343.54
NG-2025307,2025-03-13,Kano,Small Business,Technology,Copiers,12,158900.0,0.0,1906800.0,334067.95
NG-2025308,2025-02-08,Kano,Consumer,Furniture,Chairs,6,102400.0,0.15,614400.0,39845.58
NG-2025309,2025-05-20,Lagos,Small Business,Office Supplies,Labels,8,4900.0,0.1,39200.0,7406.95
NG-2025310,2025-07-14,Ibadan,Small Business,Office Supplies,Paper,2,6200.0,0.0,12400.0,2155.68
NG-2025311,2025-03-20,Lagos,Corporate,Technology,Phones,7,157400.0,0.2,1101800.0,229698.0
NG-2025312,2025-02-16,Port Harcourt,Consumer,Office Supplies,Labels,1,6900.0,0.0,6900.0,1457.17
NG-2025313,2025-08-09,Lagos,Consumer,Furniture,Tables,8,98300.0,0.0,786400.0,23084.22
NG-2025314,2025-02-17,Port Harcourt,Small Business,Furniture,Chairs,10,101800.0,0.1,1018000.0,-37105.47
NG-2025315,2025-02-13,Kano,Corporate,Furniture,Bookcases,12,127600.0,0.0,1531200.0,255438.84
NG-2025316,2025-03-13,Kano,Consumer,Technology,Accessories,5,108100.0,0.0,540500.0,93658.37
NG-2025317,2025-06-03,Port Harcourt,Corporate,Furniture,Storage,8,117500.0,0.0,940000.0,-22189.9
NG-2025318,2025-04-11,Ibadan,Small Business,Technology,Laptops,8,84800.0,0.1,678400.0,85590.0
NG-2025319,2025-06-21,Port Harcourt,Corporate,Office Supplies,Envelopes,7,6400.0,0.15,44800.0,14106.49
NG-2025320,2025-12-22,Port Harcourt,Small Business,Furniture,Bookcases,4,91700.0,0.1,366800.0,-32214.93
NG-2025321,2025-05-05,Kano,Small Business,Office Supplies,Labels,6,4400.0,0.1,26400.0,8028.86
NG-2025322,2025-10-31,Ibadan,Consumer,Office Supplies,Binders,9,3500.0,0.0,31500.0,9194.99
NG-2025323,2025-05-30,Abuja,Corporate,Technology,Laptops,12,80300.0,0.1,963600.0,252412.11
NG-2025324,2025-06-05,Abuja,Small Business,Technology,Laptops,4,102300.0,0.1,409200.0,36228.85
NG-2025325,2025-09-03,Kano,Small Business,Office Supplies,Binders,10,4500.0,0.2,45000.0,10199.39
NG-2025326,2025-10-02,Port Harcourt,Small Business,Office Supplies,Binders,10,5600.0,0.0,56000.0,6789.75
NG-2025327,2025-11-10,Abuja,Small Business,Technology,Copiers,1,139600.0,0.2,139600.0,29491.59
NG-2025328,2025-01-06,Kano,Consumer,Office Supplies,Labels,2,3900.0,0.15,7800.0,1775.82
NG-2025329,2025-07-20,Kano,Corporate,Technology,Accessories,8,164700.0,0.15,1317600.0,259761.53
NG-2025330,2025-02-23,Lagos,Corporate,Furniture,Bookcases,5,86400.0,0.0,432000.0,80613.25
NG-2025331,2025-06-25,Port Harcourt,Corporate,Technology,Accessories,8,166100.0,0.0,1328800.0,239554.35
NG-2025332,2025-12-23,Kano,Small Business,Office Supplies,Binders,8,4100.0,0.2,32800.0,5742.17
NG-2025333,2025-02-25,Port Harcourt,Small Business,Furniture,Chairs,11,119000.0,0.2,1309000.0,229693.97
NG-2025334,2025-06-19,Ibadan,Consumer,Furniture,Tables,9,87200.0,0.1,784800.0,9197.04
NG-2025335,2025-12-03,Abuja,Small Business,Technology,Accessories,7,119500.0,0.0,836500.0,196031.34
NG-2025336,2025-12-27,Kano,Consumer,Office Supplies,Envelopes,4,3600.0,0.0,14400.0,4148.37
NG-2025337,2025-07-07,Ibadan,Consumer,Technology,Phones,6,95600.0,0.2,573600.0,45021.14
NG-2025338,2025-11-09,Ibadan,Corporate,Office Supplies,Labels,7,5300.0,0.1,37100.0,6937.0
NG-2025339,2025-10-30,Port Harcourt,Small Business,Technology,Accessories,2,152700.0,0.0,305400.0,39181.73
NG-2025340,2025-12-22,Abuja,Corporate,Office Supplies,Binders,3,5000.0,0.0,15000.0,3068.4
NG-2025341,2025-09-07,Kano,Consumer,Technology,Laptops,11,136500.0,0.0,1501500.0,420105.06
NG-2025342,2025-03-13,Kano,Corporate,Technology,Accessories,3,109700.0,0.0,329100.0,53561.1
NG-2025343,2025-04-10,Kano,Consumer,Office Supplies,Binders,7,7000.0,0.1,49000.0,11091.62
NG-2025344,2025-08-16,Kano,Small Business,Office Supplies,Envelopes,8,3500.0,0.0,28000.0,6757.78
NG-2025345,2025-10-03,Port Harcourt,Consumer,Office Supplies,Binders,5,3500.0,0.2,17500.0,3750.78
NG-2025346,2025-05-18,Ibadan,Consumer,Office Supplies,Binders,9,6400.0,0.0,57600.0,11042.81
NG-2025347,2025-08-06,Ibadan,Consumer,Technology,Laptops,2,160300.0,0.0,320600.0,68421.79
NG-2025348,2025-06-28,Kano,Corporate,Office Supplies,Binders,2,4700.0,0.0,9400.0,3275.8
NG-2025349,2025-08-08,Ibadan,Small Business,Furniture,Bookcases,3,103400.0,0.0,310200.0,38681.09
NG-2025350,2025-11-02,Ibadan,Corporate,Furniture,Bookcases,9,65300.0,0.0,587700.0,113220.44
NG-2025351,2025-02-18,Ibadan,Small Business,Office Supplies,Labels,3,7000.0,0.0,21000.0,6224.88
NG-2025352,2025-03-16,Abuja,Consumer,Office Supplies,Paper,12,4100.0,0.2,49200.0,7964.92
NG-2025353,2025-11-20,Abuja,Small Business,Office Supplies,Envelopes,5,5500.0,0.0,27500.0,5329.31
NG-2025354,2025-05-23,Kano,Small Business,Technology,Phones,12,184400.0,0.1,2212800.0,314810.17
NG-2025355,2025-08-23,Lagos,Small Business,Office Supplies,Binders,11,5700.0,0.0,62700.0,11885.14
NG-2025356,2025-04-19,Abuja,Corporate,Technology,Laptops,8,104200.0,0.0,833600.0,214306.81
NG-2025357,2025-06-25,Ibadan,Corporate,Technology,Accessories,11,163500.0,0.2,1798500.0,110582.09
NG-2025358,2025-08-14,Lagos,Consumer,Office Supplies,Binders,8,2700.0,0.0,21600.0,7333.37
NG-2025359,2025-05-21,Port Harcourt,Consumer,Technology,Accessories,2,150600.0,0.0,301200.0,33914.31
NG-2025360,2025-11-17,Lagos,Corporate,Technology,Accessories,5,159100.0,0.1,795500.0,189971.8
NG-2025361,2025-04-20,Lagos,Consumer,Technology,Phones,8,81400.0,0.15,651200.0,129211.02
NG-2025362,2025-12-23,Lagos,Consumer,Technology,Laptops,6,170100.0,0.1,1020600.0,303157.73
NG-2025363,2025-04-28,Kano,Consumer,Technology,Accessories,7,82700.0,0.0,578900.0,145587.1
NG-2025364,2025-07-15,Port Harcourt,Consumer,Office Supplies,Labels,3,5600.0,0.0,16800.0,4523.98
NG-2025365,2025-03-26,Ibadan,Small Business,Technology,Phones,8,114100.0,0.2,912800.0,94259.25
NG-2025366,2025-08-15,Ibadan,Small Business,Furniture,Storage,4,58400.0,0.0,233600.0,-26825.97
NG-2025367,2025-06-11,Port Harcourt,Corporate,Technology,Laptops,3,101700.0,0.0,305100.0,64423.43
NG-2025368,2025-06-04,Lagos,Small Business,Technology,Copiers,4,134100.0,0.2,536400.0,95146.98
NG-2025369,2025-09-11,Lagos,Consumer,Office Supplies,Labels,7,3200.0,0.15,22400.0,5037.66
NG-2025370,2025-03-09,Port Harcourt,Corporate,Furniture,Chairs,7,124200.0,0.0,869400.0,42542.47
NG-2025371,2025-01-09,Kano,Consumer,Technology,Accessories,10,80100.0,0.0,801000.0,92552.6
NG-2025372,2025-11-18,Ibadan,Corporate,Furniture,Storage,12,93600.0,0.2,1123200.0,-5165.37
NG-2025373,2025-11-12,Ibadan,Small Business,Office Supplies,Binders,3,3900.0,0.15,11700.0,2076.48
NG-2025374,2025-07-20,Ibadan,Corporate,Furniture,Tables,10,104900.0,0.2,1049000.0,149046.39
NG-2025375,2025-08-12,Port Harcourt,Small Business,Technology,Phones,12,186400.0,0.0,2236800.0,245286.03
NG-2025376,2025-11-10,Lagos,Corporate,Furniture,Storage,10,55700.0,0.2,557000.0,46302.21
NG-2025377,2025-12-29,Lagos,Consumer,Technology,Accessories,3,156200.0,0.0,468600.0,42622.99
NG-2025378,2025-03-06,Abuja,Corporate,Technology,Copiers,12,165700.0,0.0,1988400.0,233022.83
NG-2025379,2025-09-26,Kano,Corporate,Furniture,Bookcases,2,73400.0,0.2,146800.0,28078.1
NG-2025380,2025-07-04,Kano,Small Business,Furniture,Storage,1,93500.0,0.0,93500.0,4526.35
NG-2025381,2025-12-12,Lagos,Small Business,Furniture,Bookcases,12,60800.0,0.0,729600.0,79725.57
NG-2025382,2025-08-30,Abuja,Consumer,Furniture,Chairs,6,83600.0,0.0,501600.0,-48891.14
NG-2025383,2025-05-08,Abuja,Corporate,Technology,Laptops,7,181900.0,0.0,1273300.0,165508.35
NG-2025384,2025-12-11,Lagos,Small Business,Technology,Copiers,1,93500.0,0.0,93500.0,23476.4
NG-2025385,2025-06-09,Kano,Corporate,Office Supplies,Binders,6,3100.0,0.0,18600.0,3983.87
NG-2025386,2025-11-15,Ibadan,Corporate,Furniture,Bookcases,4,90400.0,0.1,361600.0,20644.4
NG-2025387,2025-07-29,Abuja,Consumer,Furniture,Tables,1,70800.0,0.2,70800.0,-2035.62
NG-2025388,2025-07-12,Lagos,Small Business,Furniture,Bookcases,12,112800.0,0.15,1353600.0,-153793.11
NG-2025389,2025-03-14,Kano,Consumer,Furniture,Storage,12,74800.0,0.0,897600.0,-120848.29
NG-2025390,2025-02-13,Port Harcourt,Corporate,Technology,Laptops,10,83500.0,0.1,835000.0,69621.02
NG-2025391,2025-03-08,Kano,Small Business,Furniture,Chairs,4,75800.0,0.1,303200.0,44818.96
NG-2025392,2025-05-20,Port Harcourt,Corporate,Technology,Copiers,4,81000.0,0.15,324000.0,32619.72
NG-2025393,2025-08-19,Lagos,Consumer,Furniture,Tables,8,77700.0,0.0,621600.0,-66972.52
NG-2025394,2025-05-16,Port Harcourt,Corporate,Furniture,Storage,2,58700.0,0.0,117400.0,15574.16
NG-2025395,2025-03-17,Abuja,Corporate,Technology,Phones,2,157300.0,0.1,314600.0,91894.66
NG-2025396,2025-03-31,Port Harcourt,Corporate,Technology,Phones,1,186300.0,0.15,186300.0,49118.06
NG-2025397,2025-02-22,Lagos,Corporate,Technology,Accessories,3,86600.0,0.0,259800.0,16995.41
NG-2025398,2025-12-18,Kano,Corporate,Furniture,Tables,11,130700.0,0.15,1437700.0,-173366.78
NG-2025399,2025-04-12,Lagos,Consumer,Office Supplies,Binders,11,4700.0,0.0,51700.0,6834.63
